symbol,language,region,quoteType,quoteSourceName,triggerable,currency,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,trailingAnnualDividendRate,trailingAnnualDividendYield,firstTradeDateMilliseconds,priceHint,epsTrailingTwelveMonths,epsForward,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,tradeable,marketState,earningsTimestampStart,earningsTimestampEnd,trailingPE,epsCurrentYear,priceEpsCurrentYear,prevName,nameChangeDate,dividendDate,displayName
CAPLIPOINT.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CAPLIN POINT LABOR,Caplin Point Laboratories Limited,finmb_20334103,Asia/Kolkata,IST,19800000.0,in_market,False,18.049988,3.7840645,1608717598.0,495.05,504.0,477.35 - 504.0,477.35,223380.0,477.0,0.0,0.0,0.0,0.0,NSE,INR,482.9,166553.0,177576.0,318.84998,1.8095913,176.2 - 686.0,-190.95001,-0.2783528,176.2,686.0,,0.4,0.00083857443,1403495100000.0,2.0,28.71,,75642800.0,139.566,488.9736,6.0763855,0.012426817,478.49503,16.554962,0.03459798,37504741376.0,,3.5470674,15.0,15.0,False,POSTPOST,,,17.24312,,,,,,
CAPTRUST.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CAPITAL TRUST LTD.,Capital Trust Limited,finmb_26634967,Asia/Kolkata,IST,19800000.0,in_market,False,2.2999954,2.5900848,1608717558.0,91.1,93.95,88.65 - 93.95,88.65,6425.0,88.8,0.0,0.0,0.0,0.0,NSE,INR,88.75,13484.0,12449.0,46.699997,1.0518017,44.4 - 211.05,-119.950005,-0.56834877,44.4,211.05,,,,1484538300000.0,2.0,3.025,,16361400.0,97.208,78.21176,12.888237,0.16478643,71.81583,19.284172,0.2685226,1517170304.0,,0.9371657,15.0,15.0,False,POSTPOST,,,30.115702,,,,,,
CAREERP.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CAREER POINT LTD,Career Point Limited,finmb_61598267,Asia/Kolkata,IST,19800000.0,in_market,False,3.4000092,2.1059208,1608717569.0,164.85,165.0,161.95 - 165.0,161.95,10330.0,161.45,0.0,0.0,0.0,0.0,NSE,INR,163.75,59421.0,39829.0,68.850006,0.7171876,96.0 - 202.95,-38.09999,-0.18773092,96.0,202.95,1605092340.0,0.0,0.0,1286336700000.0,2.0,15.277,23.5,18192900.0,255.641,166.95285,-2.1028442,-0.0125954375,155.5775,9.272507,0.059600566,3000039424.0,7.014894,0.6448496,15.0,15.0,False,POSTPOST,1605092340.0,1605092340.0,10.790731,,,,,,
CARERATING.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CARE RATINGS LTD,CARE Ratings Limited,finmb_24377649,Asia/Kolkata,IST,19800000.0,in_market,False,7.8499756,1.5538352,1608717596.0,513.05,516.3,508.65 - 516.3,508.65,188013.0,505.2,0.0,0.0,0.0,0.0,NSE,INR,508.7,386890.0,211243.0,278.05,1.1831914,235.0 - 727.0,-213.95001,-0.29429162,235.0,727.0,,24.5,0.048495643,1356493500000.0,2.0,26.309,,29461200.0,194.256,476.75714,36.292847,0.07612439,413.2493,99.80069,0.24150237,15115068416.0,,2.6411026,15.0,15.0,False,POSTPOST,,,19.50093,,,,,,
CENTRALBK.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CENTRAL BANK OF IN,Central Bank of India,finmb_22516524,Asia/Kolkata,IST,19800000.0,in_market,False,0.4499998,3.370785,1608717600.0,13.8,13.9,13.3 - 13.9,13.3,6708727.0,13.35,0.0,0.0,0.0,0.0,NSE,INR,13.5,5983536.0,8209307.0,3.6999998,0.3663366,10.1 - 22.4,-8.599999,-0.38392857,10.1,22.4,,0.5,0.037453182,1187667900000.0,2.0,-1.768,,5875559936.0,37.798,12.918571,0.8814287,0.06822958,15.231428,-1.431428,-0.09397858,81145798656.0,,0.36509869,15.0,15.0,False,POSTPOST,,,,,,,,,
CENTRUM.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CENTRUM CAPITAL,Centrum Capital Limited,finmb_22277575,Asia/Kolkata,IST,19800000.0,in_market,False,0.0,0.0,1608717594.0,16.45,16.6,15.85 - 16.6,15.85,1613654.0,16.45,0.0,0.0,0.0,0.0,NSE,INR,16.45,568033.0,570955.0,8.700001,1.1225808,7.75 - 29.4,-12.949999,-0.44047615,7.75,29.4,,0.05,0.0030395135,1522813500000.0,2.0,0.311,,416032992.0,14.792,16.945715,-0.4957142,-0.02925307,15.86,0.5900011,0.037200574,6864174080.0,,1.1120877,15.0,15.0,False,POSTPOST,,,52.893894,,,,,,
CENTURYPLY.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CENTURYPLY LTD,Century Plyboards (India) Limited,finmb_20334312,Asia/Kolkata,IST,19800000.0,in_market,False,10.799988,4.879145,1608717582.0,232.15,234.7,220.55 - 234.7,220.55,190858.0,221.35,0.0,0.0,0.0,0.0,NSE,INR,221.0,330316.0,404556.0,137.0,1.4398319,95.15 - 238.8,-6.650009,-0.027847609,95.15,238.8,,1.0,0.004517732,1143085500000.0,2.0,4.538,,222172992.0,50.207,205.77142,26.37857,0.12819356,161.1782,70.97179,0.44033116,51646873600.0,,4.623857,15.0,15.0,False,POSTPOST,,,51.156895,,,,,,
CERA.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CERA SANITARYWARE,Cera Sanitaryware Limited,finmb_137756,Asia/Kolkata,IST,19800000.0,in_market,False,107.09985,3.397245,1608717595.0,3259.65,3348.35,3169.95 - 3348.35,3169.95,10103.0,3152.55,0.0,0.0,0.0,0.0,NSE,INR,3170.0,10761.0,16431.0,1273.6499,0.64131415,1986.0 - 3522.0,-262.3501,-0.07448895,1986.0,3522.0,,13.0,0.004123646,1193975100000.0,2.0,69.717,102.26,13005900.0,611.386,3077.1743,182.47559,0.059299722,2542.5186,717.13135,0.2820555,42379034624.0,31.876099,5.3315744,15.0,15.0,False,POSTPOST,,,46.75545,85.55,38.102276,,,,
CESC.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CESC,CESC Limited,finmb_882116,Asia/Kolkata,IST,19800000.0,in_market,False,19.049988,3.3098752,1608717599.0,594.6,598.0,577.05 - 598.0,577.05,219312.0,575.55,0.0,0.0,0.0,0.0,NSE,INR,581.05,242952.0,210209.0,229.34998,0.627926,365.25 - 783.55,-188.95001,-0.24114609,365.25,783.55,1604660340.0,0.0,0.0,1025495100000.0,2.0,96.115,85.88,132557000.0,759.454,596.1569,-1.5569458,-0.0026116376,605.17377,-10.5737915,-0.017472323,78845739008.0,6.9236145,0.7829309,15.0,15.0,False,POSTPOST,1604660340.0,1604660340.0,6.1863394,,,,,,
CGCL.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CAPRI GLOBAL CAPIT,Capri Global Capital Limited,finmb_20479463,Asia/Kolkata,IST,19800000.0,in_market,False,12.5,4.222973,1608717596.0,308.5,320.0,296.75 - 320.0,296.75,232351.0,296.0,0.0,308.5,0.0,0.0,NSE,INR,297.9,160354.0,173760.0,193.35,1.6791142,115.15 - 320.0,-11.5,-0.0359375,115.15,320.0,,0.2,0.0006756757,1288323900000.0,2.0,10.513,,175284992.0,93.51,277.15,31.350006,0.11311567,218.90321,89.59679,0.40929863,54038401024.0,,3.2991123,15.0,15.0,False,POSTPOST,,,29.344622,,,,,,
CGPOWER.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CG POWER AND INDUS,CG Power and Industrial Solutions Limited,finmb_874738,Asia/Kolkata,IST,19800000.0,in_market,False,1.9500008,4.9872146,1608717586.0,41.05,41.05,39.5 - 41.05,39.5,2367397.0,39.1,0.0,0.0,0.0,0.0,NSE,INR,39.5,6470681.0,5894861.0,36.3,7.642105,4.75 - 52.5,-11.450001,-0.21809526,4.75,52.5,,,,1025495100000.0,2.0,-9.506,2.93,1338000000.0,-4.945,39.39,1.6599998,0.042142674,22.071428,18.97857,0.85987055,54924898304.0,14.010239,-8.301314,15.0,15.0,False,POSTPOST,,,,,,,,,
CHAMBLFERT.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CHAMBAL FERTILISER,Chambal Fertilisers and Chemicals Limited,finmb_877501,Asia/Kolkata,IST,19800000.0,in_market,False,7.850006,3.5885744,1608717599.0,226.6,230.0,218.95 - 230.0,218.95,791016.0,218.75,0.0,0.0,0.0,0.0,NSE,INR,220.85,1038860.0,1473680.0,132.8,1.4157783,93.8 - 242.8,-16.199997,-0.066721566,93.8,242.8,,2.0,0.009142857,1025495100000.0,2.0,33.972,17.5,416208000.0,105.734,196.18971,30.410294,0.15500453,163.89137,62.708633,0.38262314,94249066496.0,12.948572,2.1431139,15.0,15.0,False,POSTPOST,,,6.670199,12.31,18.407799,,,,
CHEMFALKAL.NS,en-US,US,MUTUALFUND,Delayed Quote,False,,YHD,,,,America/New_York,EST,-18000000.0,us_market,False,,,1561759658.0,,,,,,,,,,,YHD,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,15.0,0.0,False,PRE,,,,,,,,,
CHOLAFIN.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CHOLAMANDALAM INV,Cholamandalam Investment and Finance Company Limited,finmb_4493047,Asia/Kolkata,IST,19800000.0,in_market,False,15.450012,4.282154,1608717600.0,376.25,378.0,358.3 - 378.0,358.3,2615956.0,360.8,0.0,0.0,0.0,0.0,NSE,INR,361.4,5715114.0,3859805.0,258.85,2.2048552,117.4 - 394.9,-18.649994,-0.047227133,117.4,394.9,,0.7,0.001940133,1025495100000.0,2.0,16.082,,819681984.0,110.01,347.6111,28.638885,0.082387716,252.98653,123.26347,0.48723334,308405338112.0,,3.4201436,15.0,15.0,False,POSTPOST,,,23.395721,,,,,,
CHOLAHLDNG.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CHOLAMANDALAM FIN,Cholamandalam Financial Holdings Limited,finmb_881266,Asia/Kolkata,IST,19800000.0,in_market,False,10.25,1.9332327,1608717601.0,540.45,541.0,529.0 - 541.0,529.0,248074.0,530.2,0.0,0.0,0.0,0.0,NSE,INR,534.25,127732.0,311169.0,318.1,1.4306273,222.35 - 580.0,-39.549988,-0.068189636,222.35,580.0,,0.0,0.0,1025495100000.0,2.0,41.092,,187718000.0,271.487,491.59412,48.855896,0.09938259,395.59424,144.85577,0.3661726,99976765440.0,,1.9907031,15.0,15.0,False,POSTPOST,,,13.152196,,,,,,
CINELINE.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CINELINE INDIA LTD,Cineline India Limited,finmb_23827493,Asia/Kolkata,IST,19800000.0,in_market,False,1.75,5.087209,1608717596.0,36.15,37.0,34.0 - 37.0,34.0,127055.0,34.4,0.0,0.0,0.0,0.0,NSE,INR,34.0,244157.0,134686.0,19.800001,1.2110093,16.35 - 46.0,-9.849998,-0.2141304,16.35,46.0,,0.5,0.014534883,1171424700000.0,2.0,3.491,,28000000.0,45.109,34.23857,1.9114304,0.055826813,28.242144,7.907858,0.28000203,1012200064.0,,0.8013922,15.0,15.0,False,POSTPOST,,,10.3552,,,,,,
CMC.NS,en-US,US,MUTUALFUND,Delayed Quote,False,,YHD,,,,America/New_York,EST,-18000000.0,us_market,False,,,1561759658.0,,,,,,,,,,,YHD,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,15.0,0.0,False,PRE,,,,,,,,,
CMICABLES.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CMI,CMI Limited,finmb_20878476,Asia/Kolkata,IST,19800000.0,in_market,False,0.70000076,1.8134736,1608717533.0,39.3,39.8,37.05 - 39.8,37.05,14746.0,38.6,0.0,0.0,0.0,0.0,NSE,INR,37.3,50012.0,80637.0,20.25,1.0629922,19.05 - 52.4,-13.100002,-0.25000003,19.05,52.4,,0.5,0.012953368,1480391100000.0,2.0,-18.964,,15027500.0,190.528,35.939705,3.3602943,0.0934981,35.52554,3.7744598,0.106246375,620185408.0,,0.20626889,15.0,15.0,False,POSTPOST,,,,,,,,,
COALINDIA.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,COAL INDIA LTD,Coal India Limited,finmb_9192276,Asia/Kolkata,IST,19800000.0,in_market,False,-0.44999695,-0.33210105,1608717601.0,135.05,136.7,134.1 - 136.7,134.1,10088906.0,135.5,0.0,0.0,0.0,0.0,NSE,INR,135.5,15848951.0,19127785.0,25.5,0.23277041,109.55 - 214.6,-79.55,-0.37068966,109.55,214.6,,0.0,0.0,1288842300000.0,2.0,22.051,27.58,6162729984.0,60.126,129.25278,5.797226,0.044851847,128.40106,6.648941,0.0517826,832276725760.0,4.896664,2.2461166,15.0,15.0,False,POSTPOST,,,6.124439,,,,,,
COCHINSHIP.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,COCHIN SHIPYARD LT,Cochin Shipyard Limited,finmb_12168909,Asia/Kolkata,IST,19800000.0,in_market,False,6.399994,1.8317097,1608717593.0,355.8,359.0,350.15 - 359.0,350.15,180174.0,349.4,0.0,0.0,0.0,0.0,NSE,INR,350.6,362080.0,534304.0,146.69998,0.7015781,209.1 - 491.7,-135.90002,-0.27638808,209.1,491.7,,15.0,0.04293074,1502423100000.0,2.0,34.6,35.28,131540000.0,281.742,351.8611,3.9388733,0.011194398,332.83334,22.966644,0.06900343,46808690688.0,10.085034,1.2628574,15.0,15.0,False,POSTPOST,,,10.283237,31.56,11.273764,,,,
COMPINFO.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,COMPUAGE INFOCOM L,Compuage Infocom Limited,finmb_20475483,Asia/Kolkata,IST,19800000.0,in_market,False,1.3999996,9.824559,1608717525.0,15.65,15.65,14.25 - 15.65,14.25,1345466.0,14.25,0.0,0.0,0.0,0.0,NSE,INR,14.65,366589.0,744815.0,8.15,1.0866666,7.5 - 21.0,-5.3500004,-0.25476193,7.5,21.0,,0.2,0.014035088,1285904700000.0,2.0,3.528,,64975800.0,32.055,14.784286,0.8657141,0.058556367,13.454643,2.1953564,0.1631672,1004204160.0,,0.48822334,15.0,15.0,False,POSTPOST,,,4.4359407,,,,,,
COMPUSOFT.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,COMPUCOM SOFTWARE,Compucom Software Limited,finmb_20336397,Asia/Kolkata,IST,19800000.0,in_market,False,0.25,3.1446543,1608717528.0,8.2,8.3,7.75 - 8.3,7.75,24525.0,7.95,0.0,0.0,0.0,0.0,NSE,INR,8.0,67291.0,70081.0,5.0499997,1.6031744,3.15 - 11.15,-2.9499998,-0.264574,3.15,11.15,,0.3,0.03773585,1330659900000.0,2.0,0.06,,79125000.0,14.833,7.9338236,0.26617622,0.03354955,8.160432,0.039567947,0.0048487564,655116864.0,,0.5528214,15.0,15.0,False,POSTPOST,,,136.66667,,,,,,
CONTROLPR.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CONTROL PRINT LTD,Control Print Limited,finmb_20337555,Asia/Kolkata,IST,19800000.0,in_market,False,2.0999908,0.95000714,1608717560.0,223.15,227.9,218.2 - 227.9,218.2,8025.0,221.05,0.0,0.0,0.0,0.0,NSE,INR,223.65,19445.0,32932.0,78.04999,0.5379048,145.1 - 301.0,-77.850006,-0.2586379,145.1,301.0,,4.5,0.020357385,1466739900000.0,2.0,13.656,,16331700.0,136.681,220.88382,2.2661743,0.010259576,215.6838,7.4661865,0.03461635,3651872000.0,,1.6326336,15.0,15.0,False,POSTPOST,,,16.340801,,,,,,
CORALFINAC.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CORAL INDIA FIN,Coral India Finance and Housing Limited,finmb_20385072,Asia/Kolkata,IST,19800000.0,in_market,False,1.1499996,4.9250517,1608717481.0,24.5,24.5,23.25 - 24.5,23.25,24806.0,23.35,0.0,24.5,0.0,0.0,NSE,INR,24.0,28648.0,113429.0,15.25,1.6486486,9.25 - 34.75,-10.25,-0.29496402,9.25,34.75,,0.2,0.00856531,1490759100000.0,2.0,1.76,,40302200.0,30.666,21.807352,2.692648,0.123474315,20.93633,3.5636692,0.17021461,1001481600.0,,0.7989304,15.0,15.0,False,POSTPOST,,,13.920455,,,,,,
CROMPTON.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CROMPTON GREAVES C,Crompton Greaves Consumer Electricals Limited,finmb_274645183,Asia/Kolkata,IST,19800000.0,in_market,False,-8.199982,-2.2720926,1608717600.0,352.7,363.8,348.9 - 363.8,348.9,531050.0,360.9,0.0,0.0,0.0,0.0,NSE,INR,362.1,2347028.0,2434927.0,175.40001,0.98928374,177.3 - 393.65,-40.94998,-0.10402638,177.3,393.65,,3.0,0.008312552,1463111100000.0,2.0,7.579,7.33,627388992.0,27.036,319.92776,32.772247,0.10243639,274.03192,78.66809,0.28707638,221280108544.0,48.11733,13.045569,15.0,15.0,False,POSTPOST,,,46.536484,,,,,,
CUMMINSIND.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CUMMINS INDIA,Cummins India Limited,finmb_878459,Asia/Kolkata,IST,19800000.0,in_market,False,7.6499634,1.3266215,1608717600.0,584.3,590.5,577.0 - 590.5,577.0,1183906.0,576.65,0.0,0.0,0.0,0.0,NSE,INR,579.0,1374835.0,1942355.0,304.3,1.0867857,280.0 - 652.8,-68.5,-0.1049326,280.0,652.8,,7.0,0.012139078,1025495100000.0,2.0,21.515,,277200000.0,160.052,532.4186,51.88141,0.09744477,456.04715,128.25284,0.28122714,161799094272.0,,3.6506884,15.0,15.0,False,POSTPOST,,,27.157797,,,,,,
CUPID.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,CUPID LTD(INDIA),Cupid Limited,finmb_20339983,Asia/Kolkata,IST,19800000.0,in_market,False,9.5,4.24581,1608717599.0,233.25,235.45,224.2 - 235.45,224.2,54089.0,223.75,0.0,0.0,0.0,0.0,NSE,INR,226.9,118246.0,97335.0,113.25,0.94375,120.0 - 296.75,-63.5,-0.21398483,120.0,296.75,,4.5,0.020111732,1473997500000.0,2.0,25.23,,13338000.0,87.313,226.68333,6.5666656,0.028968453,219.04042,14.209579,0.06487195,3121491456.0,,2.6714234,15.0,15.0,False,POSTPOST,,,9.2449465,,,,,,
DAAWAT.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,L.T. FOODS LTD,LT Foods Limited,finmb_27941715,Asia/Kolkata,IST,19800000.0,in_market,False,1.5499992,2.8545105,1608717595.0,55.85,57.0,55.3 - 57.0,55.3,1623615.0,54.3,0.0,0.0,0.0,0.0,NSE,INR,55.3,1859905.0,3400010.0,42.85,3.2961538,13.0 - 63.3,-7.450001,-0.117693536,13.0,63.3,,0.5,0.009208104,1166499900000.0,2.0,7.839,5.68,319844992.0,51.326,53.6,2.25,0.041977614,50.486786,5.3632126,0.10623003,17156226048.0,9.8327465,1.0881424,15.0,15.0,False,POSTPOST,,,7.124633,,,,,,
DALBHARAT.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,DALMIA BHARAT LTD,Dalmia Bharat Limited,finmb_6437468,Asia/Kolkata,IST,19800000.0,in_market,False,26.049927,2.5699134,1608717592.0,1039.7,1053.95,1007.0 - 1053.95,1007.0,429215.0,1013.65,0.0,1039.7,0.0,0.0,NSE,INR,1022.9,233269.0,156409.0,636.99994,1.5818225,402.7 - 1198.0,-158.30005,-0.13213694,402.7,1198.0,,0.0,0.0,1545363900000.0,2.0,24.659,,186792000.0,588.733,1013.72284,25.977112,0.025625458,804.48535,235.2146,0.29237896,193227194368.0,,1.7659957,15.0,15.0,False,POSTPOST,,,42.1631,,,,,,
DALMIASUG.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,DALMIA BHARAT SUGA,Dalmia Bharat Sugar and Industries Limited,finmb_10065148,Asia/Kolkata,IST,19800000.0,in_market,False,3.5,2.5547445,1608717597.0,140.5,141.75,136.3 - 141.75,136.3,149250.0,137.0,0.0,0.0,0.0,0.0,NSE,INR,137.4,207597.0,232497.0,100.75,2.5345912,39.75 - 158.9,-18.399994,-0.11579607,39.75,158.9,,0.0,0.0,1025495100000.0,2.0,33.37,,80939296.0,222.647,137.6157,2.8842926,0.020959036,127.156425,13.343575,0.10493826,11334107136.0,,0.63104373,15.0,15.0,False,POSTPOST,,,4.2103686,,,,,,
DBCORP.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,D B CORP LTD,D. B. Corp Limited,finmb_39647112,Asia/Kolkata,IST,19800000.0,in_market,False,1.8500061,2.3212123,1608717593.0,81.55,81.9,79.05 - 81.9,79.05,177236.0,79.7,0.0,0.0,0.0,0.0,NSE,INR,79.7,237929.0,299719.0,23.550003,0.40603453,58.0 - 150.8,-69.25,-0.4592175,58.0,150.8,1563461940.0,3.5,0.043914683,1262749500000.0,2.0,4.929,23.4,174955008.0,94.818,81.05857,0.4914322,0.0060626804,77.72071,3.8292923,0.049269907,14267581440.0,3.4850428,0.8600688,15.0,15.0,False,POSTPOST,,,16.544939,,,,,,
DBL.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,DILIP BUILDCON LTD,Dilip Buildcon Limited,finmb_131364256,Asia/Kolkata,IST,19800000.0,in_market,False,23.050018,6.4268837,1608717593.0,381.7,384.0,365.6 - 384.0,365.6,330685.0,358.65,0.0,0.0,0.0,0.0,NSE,INR,365.6,174206.0,284470.0,191.70001,1.0089475,190.0 - 442.0,-60.299988,-0.13642532,190.0,442.0,1549641540.0,1.0,0.0027882338,1470887100000.0,2.0,25.958,66.0,136770000.0,475.972,368.8206,12.879425,0.03492057,335.95828,45.74173,0.13615301,52205109248.0,5.7833333,0.801938,15.0,15.0,False,POSTPOST,1565693940.0,1566043200.0,14.704523,56.85,6.7141604,,,,
DCM.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,D.C.M,DCM Limited,finmb_20342405,Asia/Kolkata,IST,19800000.0,in_market,False,0.75,2.6501768,1608717584.0,29.05,29.7,27.55 - 29.7,27.55,23298.0,28.3,0.0,0.0,0.0,0.0,NSE,INR,28.3,58841.0,119038.0,16.5,1.314741,12.55 - 40.8,-11.75,-0.2879902,12.55,40.8,,0.0,0.0,1025495100000.0,2.0,-16.254,,18677700.0,-7.696,23.285294,5.7647057,0.24756852,20.332733,8.717266,0.42873067,545399232.0,,-3.774688,15.0,15.0,False,POSTPOST,,,,,,,,,
DEEPAKFERT.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,DEEPAK FERTILISERS,Deepak Fertilisers And Petrochemicals Corporation Limited,finmb_4481635,Asia/Kolkata,IST,19800000.0,in_market,False,3.649994,2.4156146,1608717600.0,154.75,157.4,150.2 - 157.4,150.2,277379.0,151.1,0.0,0.0,0.0,0.0,NSE,INR,151.45,567067.0,477551.0,97.6,1.7077864,57.15 - 193.0,-38.25,-0.19818653,57.15,193.0,,3.0,0.0198544,820467900000.0,2.0,27.59,,102677000.0,265.817,150.17572,4.57428,0.030459516,144.96214,9.787857,0.06752009,15915573248.0,,0.58216745,15.0,15.0,False,POSTPOST,,,5.6089163,,,,,,
DEEPENR.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,DEEP ENE RESOURCES LTD,Deep Energy Resources Limited,finmb_26380863,Asia/Kolkata,IST,19800000.0,in_market,False,1.3499985,3.2766953,1608717599.0,42.55,43.0,41.0 - 43.0,41.0,36848.0,41.2,0.0,0.0,,,NSE,INR,41.2,,,1.5499992,0.03780486,41.0 - 43.0,-0.45000076,-0.010465134,41.0,43.0,,,,,2.0,0.248,,32000000.0,159.785,,,,,,,1366446464.0,,0.2662953,15.0,15.0,False,POSTPOST,,,171.57259,,,Deep Industries Limited,2020-12-23,,
DELTACORP.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,DELTA CORP LTD,Delta Corp Limited,finmb_20333152,Asia/Kolkata,IST,19800000.0,in_market,False,1.25,0.8082768,1608717600.0,155.9,158.75,153.3 - 158.75,153.3,2598856.0,154.65,0.0,0.0,0.0,0.0,NSE,INR,155.45,2815934.0,4267614.0,102.09999,1.8977693,53.8 - 208.0,-52.100006,-0.2504808,53.8,208.0,,0.75,0.0048496607,1193975100000.0,2.0,0.036,,266820992.0,69.249,138.64722,17.252777,0.12443652,111.62943,44.27056,0.39658502,41583673344.0,,2.251296,15.0,15.0,False,POSTPOST,,,4330.5557,,,,,,
DENABANK.NS,en-US,US,NONE,,False,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,
DFMFOODS.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,D F M FOODS,DFM Foods Limited,finmb_20340347,Asia/Kolkata,IST,19800000.0,in_market,False,19.099976,5.2551866,1608717599.0,382.55,385.0,365.3 - 385.0,365.3,33249.0,363.45,0.0,0.0,0.0,0.0,NSE,INR,365.3,60002.0,58228.0,228.54999,1.4840908,154.0 - 431.2,-48.650024,-0.11282473,154.0,431.2,,5.0,0.01375705,1482983100000.0,2.0,4.05,,50270900.0,32.993,368.91028,13.639709,0.036972973,293.02698,89.52301,0.30551115,19263227904.0,,11.594883,15.0,15.0,False,POSTPOST,,,94.45678,,,,,,
DHAMPURSUG.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,DHAMPUR SUGAR MILL,Dhampur Sugar Mills Limited,finmb_13757567,Asia/Kolkata,IST,19800000.0,in_market,False,5.850006,3.5638175,1608717597.0,170.0,172.45,166.0 - 172.45,166.0,513083.0,164.15,0.0,0.0,0.0,0.0,NSE,INR,167.4,562625.0,1048921.0,104.45,1.59344,65.55 - 245.95,-75.95,-0.3088026,65.55,245.95,,0.0,0.0,1025495100000.0,2.0,35.85,,66387600.0,217.991,155.26572,14.734283,0.09489721,142.03322,27.966782,0.19690311,11278921728.0,,0.7798487,15.0,15.0,False,POSTPOST,,,4.7419806,,,,,,
DHUNINV.NS,en-US,US,EQUITY,Delayed Quote,True,INR,NSI,DHUNSERI INVESTMEN,Dhunseri Investments Limited,finmb_114264274,Asia/Kolkata,IST,19800000.0,in_market,False,3.399994,1.3679315,1608717564.0,251.95,257.0,243.95 - 257.0,243.95,879.0,248.55,0.0,0.0,0.0,0.0,NSE,INR,243.95,2086.0,3572.0,146.45,1.3881516,105.5 - 277.9,-25.949997,-0.0933789,105.5,277.9,,1.5,0.006035003,1300419900000.0,2.0,-9.961,,6097180.0,2372.237,250.27206,1.6779327,0.0067044348,222.46043,29.489563,0.13256094,1529442304.0,,0.106207766,15.0,15.0,False,POSTPOST,,,,,,,,,
